state_name,jurisdiction_name,location_name,info,address_1,address_2,address_3,contact_fax,contact_phone,latitude,longitude,is_early_dropoff_location,is_early_voting_location,is_elections_office,is_polling_location,scheduletype,is_drop_box,facilitytype_name,tempstring,timezone,continuous_open,continuous_close,schedule_description,is_handicap_accessible,is_staffed_location
Ohio,Franklin County,Franklin County Board of Elections,Outdoor drop box,1700 Morse Road ,,Columbus OH 43229,(614) 525-3489,(614) 525-3100 ,40.06042,-82.97369,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Meigs County,Meigs County Board of Elections,Outdoor drop box,113 E. Memorial Dr.,Suite A ,Pomeroy OH 45769,(740) 992-2645,(740) 992-2697,39.037395,-82.045,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Trumbull County,Trumbull County Board of Elections,Outdoor drop box,2947 Youngstown Rd. SE,,Warren OH 44484,(330) 369-4160,(330) 369-4050,41.22148,-80.782715,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Fayette County,Fayette County Board of Elections,,135 S. Main St.  ,,Washington Court House OH 43160,(740) 333-3574,(740) 335-1190,39.535385,-83.43956,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Fulton County,Fulton County Board of Elections,,135 Court House Plaza ,,Wauseon OH 43567,(419) 337-2363,(419) 335-6841,41.545467,-84.14076,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Geauga County,Geauga County Board of Elections,,470 Center St,Building 6A,Chardon OH 44024,(440) 285-0959,(440) 279-2030,41.589687,-81.22336,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Guernsey County,Guernsey County Board of Elections,,627 Wheeling Ave.,Suite 101 ,Cambridge OH 43725,(740) 432-6784,(740) 432-2680,40.024845,-81.59291,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Hancock County,Hancock County Board of Elections,,201 E. Lincoln St.,Rear,Findlay OH 45840,(419) 424-7293,(419) 422-3245,41.03436,-83.64837,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Harrison County,Harrison County Board of Elections,,538 N. Main St.,Suite B,Cadiz OH 43907,(740) 942-8531,(740) 942-8866,40.28408,-80.98839,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Henry County,Henry County Board of Elections,,1827 Oakwood Ave. ,,Napoleon OH 43545,(419) 592-7957,(419) 592-7956,41.411358,-84.11924,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Hocking County,Hocking County Board of Elections,,93 W. Hunter St. ,,Logan OH 43138,(740) 380-3712,(740) 380-8683,39.541286,-82.4104,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Jackson County,Jackson County Board of Elections,,275 Portsmouth St.,Suite 2 ,Jackson OH 45640,(740) 288-3631,(740) 286-2905,39.05256,-82.638466,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Knox County,Knox County Board of Elections,,104 East Sugar St. ,,Mt. Vernon OH 43050,(740) 393-6717,(740) 393-6716,40.395332,-82.482574,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Lake County,Lake County Board of Elections,,105 Main St.,Suite 107 ,Painesville OH 44077,(440) 350-2670,(440) 350-2700,41.725304,-81.24284,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Logan County,Logan County Board of Elections,,225 S. Main St. ,,Bellefontaine OH 44311,(937) 599-7270,(937) 599-7255,40.358932,-83.75996,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Mahoning County,Mahoning County Board of Elections,,345 Oak Hill Ave. Entrance A ,,Youngstown OH 44502,(330) 783-2801,(330) 783-2474,41.09592,-80.659515,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Marion County,Marion County Board of Elections,,222 W. Center St. ,,Marion OH 43302,(740) 223-4099,(740) 223-4090,40.58852,-83.132324,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Ottawa County,Ottawa County Board of Elections,Outdoor drop box,8444 W. State Route 163,Suite 101  ,Oak Harbor OH 43449,(419) 898-3146,(419) 898-3071,41.50818,-83.09587,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Pickaway County,Pickaway County Board of Elections,Outdoor drop box,141 W. Main St.,Suite 800 ,Circleville OH 43113,(740) 477-2991,(740) 474-1100,39.60223,-82.94624,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Stark County,Stark County Board of Elections,Outdoor drop box,3525 Regent Ave. NE ,,Canton OH 44705,(330) 451-7000,(330) 451-8683,40.835583,-81.33642,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Summit County,Summit County Board of Elections,Outdoor drop box,470 Grant St. ,,Akron OH 44311,(330) 643-5422,(330) 643-5200,41.070267,-81.518,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Williams County,Williams County Board of Elections,,1425 E. High St.,Suite 104 ,Bryan OH 43506,(419) 636-2975,(419) 636-1854,41.47453,-84.57282,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Wood County,Wood County Board of Elections,,1 Court House Sq.  ,,Bowling Green OH 43402,(419) 354-1730,(419) 354-9120,41.375996,-83.647896,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Medina County,Medina County Board of Elections,,3800 Stonegate Drive,Suite C ,Medina OH 44256,(330) 722-9299,(330) 722-9278,41.16476,-81.859764,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Mercer County,Mercer County Board of Elections,,101 N. Main St.,Room 107 ,Celina OH 45822,(419) 586-2748,(419) 586-2215,40.54913,-84.57081,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Montgomery County,Montgomery County Board of Elections,,451 W. Third St.,,Dayton OH 45422,(937) 496-7798,(937) 225-5656,39.758305,-84.199295,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Warren County,Warren County Board of Elections,Outdoor drop box,520 Justice Dr. ,,Lebanon OH 45036,(513) 695-2953,(513) 695-1358,39.42445,-84.20051,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Washington County,Washington County Board of Elections,Outdoor drop box,204 Davis Ave.,Suite B ,Marietta OH 45750,(740) 374-7698,(740) 374-6828,39.44022,-81.46015,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Adams County,Adams County Board of Elections,Outdoor drop box,215 N. Cross St.,Room 103  ,West Union OH 45693,(937) 544-5111,(937) 544-2633,38.79506,-83.54653,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Darke County,Darke County Board of Elections,,300 Garst Ave.,Suite 7 ,Greenville OH 45331,(937) 548-2820,(937) 548-1835,40.10756,-84.634674,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Clark County,Clark County Board of Elections,,3130 E. Main St. ,,Springfield OH 45501,(937) 328-2603,(937) 521-2120,39.923374,-83.75879,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Clermont County,Clermont County Board of Elections,,76 S. Riverside Dr. ,,Batavia OH 45103,(513) 732-7330,(513) 732-7275,39.07772,-84.17902,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Washington County,Washington County Board of Elections,,204 Davis Ave.,Suite B ,Marietta OH 45750,(740) 374-7698,(740) 374-6828,39.44022,-81.46015,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Adams County,Adams County Board of Elections,,215 N. Cross St.,Room 103  ,West Union OH 45693,(937) 544-5111,(937) 544-2633,38.79506,-83.54653,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Erie County,Erie County Board of Elections,,2900 Columbus Ave.,Room 101 ,Sandusky OH 44870,(419) 626-0034,(419) 627-7601,41.426357,-82.69413,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Fairfield County,Fairfield County Board of Elections,,951 Liberty Dr. ,,Lancaster OH 43130,(740) 681-4727,(740) 652-7000,39.72976,-82.66381,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Clinton County,Clinton County Board of Elections,Outdoor drop box,111 S. Nelson Ave.,Suite 4,Wilmington OH 45177,(937) 383-3538,(937) 382-3537,39.443268,-83.85176,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Columbiana County,Columbiana County Board of Elections,Outdoor drop box,7989 Dickey Dr.,Suite 3 ,Lisbon OH 44432,(330) 424-6661,(330) 424-1448,40.785667,-80.77284,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Coshocton County,Coshocton County Board of Elections,Outdoor drop box,724 S. 7th St.,Room 100 ,Coshocton OH 43812,(740) 623-6524,(740) 622-1117,40.266975,-81.859695,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Lorain County,Lorain County Board of Elections,Outdoor drop box,1985 North Ridge Rd. E ,,Lorain OH 44055,,(440) 326-5900  ,41.418243,-82.127174,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Madison County,Madison County Board of Elections,,1423 State Route 38 SE ,,London OH 43140,(740) 852-7131,(740) 852-9424,39.95767,-83.43384,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Tuscarawas County,Tuscarawas County Board of Elections,Outdoor drop box,101 E. High Ave.  ,,New Philadelphia OH 44663,(330) 343-3125,(330) 343-8819,40.48957,-81.44536,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Lawrence County,Lawrence County Board of Elections,,111 S. Fourth St. ,,Ironton OH 45638,(740) 533-2730,(740) 532-0444,38.535942,-82.6844,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Pike County,Pike County Board of Elections,Outdoor drop box,230 Waverly Plaza,Suite 1100 ,Waverly OH 45690,(740) 947-5973,(740) 947-4512,NULL,NULL,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Licking County,Licking County Board of Elections,,20 S. Second St. ,,Newark OH 43055,(740) 670-5081,(740) 670-5080,40.12813,-82.33952,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Carroll County,Carroll County Board of Elections,Outdoor drop box,119 S. Lisbon St.,Suite 102 ,Carrollton OH 44615,(330) 627-5387,(330) 627-2610,40.571617,-81.08717,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Tuscarawas County,Tuscarawas County Board of Elections,,101 E. High Ave.  ,,New Philadelphia OH 44663,(330) 343-3125,(330) 343-8819,40.48957,-81.44536,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Carroll County,Carroll County Board of Elections,,119 S. Lisbon St.,Suite 102 ,Carrollton OH 44615,(330) 627-5387,(330) 627-2610,40.571617,-81.08717,Y,Y,Y,N,hours,N,Government,ohio-boe-offices,US/Eastern,NULL,NULL,NULL,U,U
Ohio,Brown County,Brown County Board of Elections,Outdoor drop box,800 Mt. Orab Pike,Suite 111 ,Georgetown OH 45121,(937) 378-6457,(937) 378-3008,38.878536,-83.900665,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Butler County,Butler County Board of Elections,Outdoor drop box,1802 Princeton Rd.,Suite 600 ,Hamilton OH 45011,(513) 887-5535,(513) 887-3700,39.392323,-84.53161,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
Ohio,Lawrence County,Lawrence County Board of Elections,Outdoor drop box,111 S. Fourth St. ,,Ironton OH 45638,(740) 533-2730,(740) 532-0444,38.535942,-82.6844,Y,N,N,NULL,continuous,Y,Government,ohio-boe-dropbox,US/Eastern,2020/10/05 08:00,2020/11/03 19:30,NULL,U,U
